"playlistName","numFollowers","numSongs","avgPopularity","avgSongLen","maxSongLen","minSongLen"
37i9dQZF1DX9tPFwDMOaN1,1667571,50,65.98,208939.44,275955.0,169567.0
37i9dQZF1DXdzaqVxgwaoV,27217,100,16.6,212209.78,616496.0,113568.0
37i9dQZF1DXaHka4CNUQvp,31118,50,40.5,187400.54,263960.0,131831.0
37i9dQZF1DX5y2yPmGqrG8,76491,50,37.18,337418.9,717707.0,151693.0
37i9dQZF1DWVuV87wUBNwc,1319114,50,79.78,204620.12,251813.0,154547.0
37i9dQZF1DX4nkDUiMktkK,47752,40,61.95,183736.5,238173.0,136875.0
5NtjgKz4doejP5HJtKXFcS,2176989,61,57.721311475409834,168699.80327868852,291693.0,69760.0
37i9dQZF1DWT9SRKhOEUYj,164299,68,25.485294117647058,254454.2794117647,514620.0,60636.0
37i9dQZF1DX20VDU4OIBfS,1473755,65,44.58461538461538,223000.13846153847,327333.0,141000.0
37i9dQZF1DWVskFRGurTfg,644112,55,72.14545454545454,209411.07272727272,417920.0,158800.0
37i9dQZF1DXbLJ4V4LNcKE,87357,100,49.86,211282.11,354166.0,117147.0
37i9dQZF1DX4kgt9G76RYI,65365,71,28.732394366197184,270355.3661971831,440040.0,154667.0
37i9dQZF1DX9GxQjEBVviW,93540,49,35.89795918367347,152994.61224489796,203000.0,94907.0
37i9dQZF1DWSWLO5zZahGQ,81038,68,45.529411764705884,200540.35294117648,305533.0,112893.0
37i9dQZF1DX3XuY09ikg3x,477036,48,34.5625,278179.9375,576346.0,164710.0
37i9dQZF1DXec50AjHrNTq,809445,36,59.97222222222222,249863.30555555556,366347.0,158773.0
37i9dQZF1DX34KNiFQJNVm,1233020,58,44.03448275862069,208616.8448275862,441240.0,142152.0
37i9dQZF1DX5uokaTN4FTR,988582,50,64.58,199905.06,371811.0,129819.0
37i9dQZF1DX6GRSnGELn7L,93963,61,30.229508196721312,247921.0163934426,416000.0,136907.0
37i9dQZF1DWSjuSq42neMu,80815,55,69.81818181818181,211792.67272727273,367680.0,129040.0
37i9dQZF1DWXsvIAf8Ytjl,26831,47,32.38297872340426,292139.97872340423,568893.0,107840.0
37i9dQZF1DX0Tkc6ltcBfU,568509,100,60.91,198972.72,352977.0,117995.0
37i9dQZF1DWSqPHam7LOqC,42573,51,41.92156862745098,238267.64705882352,415406.0,154849.0
37i9dQZF1DWTK0zSEQRNUd,168170,62,50.58064516129032,218799.56451612903,305744.0,151997.0
37i9dQZF1DWWh2pBh7dcti,495246,56,50.089285714285715,227941.57142857142,342680.0,173027.0
37i9dQZF1DX1gcrZ1xC96D,772139,50,55.56,192271.62,292587.0,140698.0
37i9dQZF1DWSqBruwoIXkA,361948,34,69.3529411764706,218787.4705882353,347520.0,176104.0
37i9dQZF1DX9CCxc3fffni,1493576,84,49.19047619047619,246398.42857142858,370373.0,137467.0
37i9dQZF1DWVhcOv4ieuap,797209,50,72.66,205389.44,251267.0,129040.0
37i9dQZF1DWSBi5svWQ9Nk,592663,50,81.3,199506.54,260773.0,112864.0
37i9dQZF1DZ06evO0D9Rx6,117405,49,51.857142857142854,228632.57142857142,476200.0,136827.0
37i9dQZF1DXa8Xx03D65RT,268915,100,51.62,177035.3,429467.0,65000.0
37i9dQZF1DWZAkrucRF6Gq,324027,29,54.58620689655172,286491.4137931034,448627.0,95227.0
37i9dQZF1DX9FSYmdU9mbT,824102,70,41.52857142857143,238351.2857142857,570564.0,118733.0
2F8jLq8ofWz89jZEkc516U,305982,53,56.58490566037736,176531.4716981132,309133.0,69760.0
1z6YnN4SWRvHrGESvU3edH,31179,65,31.107692307692307,170412.04615384617,1088773.0,51760.0
37i9dQZF1DWXTHBOfJ8aI7,203352,50,52.88,253970.18,510933.0,133813.0
37i9dQZF1DZ06evO0uJWHS,145166,40,52.425,340344.2,858133.0,199733.0
37i9dQZF1DWVPKP49DU8tu,150286,50,59.46,221292.86,294573.0,157153.0
37i9dQZF1DX8dZv5NggTaN,41402,50,47.38,193525.18,293333.0,123520.0
37i9dQZF1DWTUHOvJwQIMp,295275,55,37.63636363636363,194557.3818181818,305013.0,97200.0
37i9dQZF1DX95gx8SY6DLX,227347,50,51.34,255543.76,1029440.0,130173.0
37i9dQZF1DXb651y4Mmljv,65898,59,40.610169491525426,184537.28813559323,384000.0,50760.0
37i9dQZF1DWXeOurMWUII5,327899,86,45.151162790697676,229759.41860465117,404427.0,169680.0
37i9dQZF1DWTDd4ny4zaKa,121248,69,46.608695652173914,213944.4492753623,432105.0,156921.0
37i9dQZF1DX1YF6nTEHymi,1608254,25,36.68,215959.44,309560.0,136187.0
4YuMduYfTB1AUL2hzlDawf,48894,113,42.982300884955755,208504.69911504423,355773.0,113333.0
37i9dQZF1DWTWEW1zqSeEj,399085,82,41.829268292682926,239056.23170731709,405600.0,121160.0
37i9dQZF1DWYBUdckfg1va,129915,51,43.549019607843135,233970.76470588235,315307.0,166707.0
37i9dQZF1DWTtTyjgd08yp,816954,73,38.68493150684932,243481.2876712329,475187.0,123160.0
3aR2n0XpRNlrWose8kx82S,133010,50,42.12,203273.62,283898.0,88008.0
37i9dQZF1DX17USQjjgDjX,54498,50,44.96,237276.18,439360.0,127840.0
37i9dQZF1DWUjxqgjSiQ9K,258359,50,45.6,309087.9,645440.0,160387.0
37i9dQZF1DXa4ss91ghMY4,472831,66,67.01515151515152,198318.72727272726,285854.0,137045.0
37i9dQZF1DX2RahGIyQXcJ,9506,42,24.833333333333332,186680.35714285713,373714.0,89973.0
37i9dQZF1DXdCc7Q1hwtuv,300976,82,48.792682926829265,245823.23170731709,342680.0,154827.0
37i9dQZF1DWZWCE29WtBFT,94341,50,50.46,234978.34,311347.0,151867.0
37i9dQZF1DWXgJrTVrDCVS,123320,52,51.25,207535.21153846153,242173.0,160838.0
37i9dQZF1DWSGk5PciipLU,25144,50,45.84,247437.42,1047973.0,74707.0
37i9dQZF1DX2GKumqRIZ7g,250464,50,38.46,302464.3,510453.0,183693.0
37i9dQZF1DX8BmkPuGwFta,90033,57,48.70175438596491,170090.8596491228,247941.0,121240.0
6b8350vVrYPsOFluMBeCSO,373505,50,77.5,196987.24,267423.0,112864.0
6PDXrjun1PrnqOC2iFQity,222738,29,12.586206896551724,204602.8620689655,338667.0,106880.0
37i9dQZF1DX60Ptfm0QWM2,99886,34,54.705882352941174,179578.35294117648,228520.0,104381.0
7oQ95gJoLpibKztdyLF3nB,564454,48,53.166666666666664,172581.10416666666,249480.0,4227.0
37i9dQZF1DWTwCImwcYjDL,174549,50,62.92,192387.0,253770.0,136406.0
1FR1VsWKhbMHXZcJshf9OQ,34489,91,42.24175824175824,198121.82417582418,356120.0,117427.0
37i9dQZF1DX2dr3OrYUKI6,83902,50,46.08,371110.8,1277476.0,170053.0
37i9dQZF1DWWuIAAkPM0Lu,53727,89,43.0,199483.8764044944,600177.0,102162.0
37i9dQZF1DWY6vTWIdZ54A,252661,118,38.45762711864407,214669.81355932204,416320.0,135853.0
37i9dQZF1DX2ENAPP1Tyed,90265,50,64.86,191283.16,253770.0,144918.0
37i9dQZF1DXdKMCnEhDnDL,193536,100,47.52,221827.55,386707.0,145978.0
37i9dQZF1DX3v3zR7XuspL,60950,35,55.94285714285714,205484.6857142857,260680.0,162120.0
37i9dQZF1DX87JE1B72J6C,107757,52,41.05769230769231,338648.53846153844,610084.0,63275.0
2LVvgP7VJN5xAkmPdl5J4q,148385,50,44.2,210100.44,295647.0,146396.0
37i9dQZF1DX2pSTOxoPbx9,332531,30,42.2,236331.16666666666,377000.0,140034.0
5G0DERjnu5TpHV2eE7Nue9,69973,108,39.18518518518518,180336.00925925927,272467.0,79053.0
37i9dQZF1DZ06evO2OpJ0Q,40082,31,54.32258064516129,214326.5806451613,275550.0,147627.0
1P8m9yqWmPRIPIKsq20klx,25918,60,60.8,207880.71666666667,343150.0,90540.0
37i9dQZF1DX0AMssoUKCz7,1383615,50,45.34,196421.62,251548.0,160053.0
37i9dQZF1DX9caEy54tgdD,81049,50,39.5,263446.98,705960.0,189179.0
37i9dQZF1DX9wa6XirBPv8,570495,50,43.98,220705.96,303093.0,158960.0
37i9dQZF1DXdSjVZQzv2tl,3725695,50,65.9,178597.66,261726.0,123061.0
37i9dQZF1DXaxEKcoCdWHD,1783052,50,78.94,205727.2,367680.0,127040.0
37i9dQZF1DWVCKO3xAlT1Q,134071,43,35.627906976744185,183299.3023255814,239267.0,158417.0
37i9dQZF1DX51sqU3RxIcr,50653,42,45.80952380952381,201058.7380952381,255796.0,140474.0
37i9dQZF1DWXRqgorJj26U,4610143,150,53.873333333333335,268673.14666666667,558933.0,122067.0
37i9dQZF1DXdxcBWuJkbcy,3057434,70,60.628571428571426,195349.04285714286,297262.0,138537.0
37i9dQZF1DX186v583rmzp,2863166,100,46.84,254882.88,332627.0,136093.0
37i9dQZF1DXdrln2UyZD7F,362436,60,59.11666666666667,217558.25,357267.0,137093.0
37i9dQZF1DX32NsLKyzScr,1499173,50,50.74,201900.7,360000.0,133333.0
37i9dQZF1DX1ZtBovtTdHT,18311,45,33.2,305485.35555555555,690373.0,190427.0
37i9dQZF1DWVYs6zNzJ0ci,918910,81,45.69135802469136,261925.5185185185,385560.0,126960.0
0U6RJkZ9aofC9g9dR72hlz,604711,140,55.621428571428574,195140.82142857142,313574.0,137422.0
37i9dQZF1DX6VdMW310YC7,2438625,50,51.88,260789.24,578041.0,164659.0
37i9dQZF1DX9ND1QF5hZNF,380268,50,53.68,199702.48,297931.0,137455.0
37i9dQZF1DWU1jy5zm8juq,134066,50,63.56,222017.72,313987.0,127427.0
37i9dQZF1DX8GjsySWIS1x,452391,130,38.12307692307692,215484.64615384614,975267.0,64947.0
37i9dQZF1DX9ZKyQHcEFXZ,1514409,50,39.94,211202.28,417188.0,154146.0
37i9dQZF1DX5maCAIOA1nl,214104,30,35.63333333333333,204736.96666666667,291413.0,155769.0
37i9dQZF1DX4wta20PHgwo,1323282,50,47.56,314049.5,576173.0,131000.0
37i9dQZF1DZ06evO3PE9hK,99506,46,51.32608695652174,220843.52173913043,314200.0,115760.0
37i9dQZF1DWUNNEvaozpW5,256384,45,45.51111111111111,238085.57777777777,310010.0,162893.0
37i9dQZF1DWT6anPZiHuxz,163924,48,41.6875,209883.54166666666,316420.0,109107.0
37i9dQZF1DX8AliSIsGeKd,224442,68,32.470588235294116,359187.39705882355,648149.0,182883.0
37i9dQZF1DXaDPSVSkBhhM,10708,51,26.294117647058822,198688.66666666666,280476.0,125553.0
37i9dQZF1DWY3PJWG3ogmJ,172874,72,34.958333333333336,193928.08333333334,309693.0,66701.0
37i9dQZF1DXcd2Vmhfon1w,246441,50,49.98,207624.52,361181.0,105068.0
0xrcpsSBNGorqGjSeIgvF6,512332,65,41.23076923076923,188366.76923076922,262500.0,129712.0
37i9dQZF1DX9if5QDLdzCa,373099,90,47.422222222222224,614512.7555555556,4500037.0,45900.0
2RJUZvIEPBflPn5HLcITYm,40402,233,50.6137339055794,244964.78969957083,343413.0,163333.0
37i9dQZF1DZ06evO4yJCtG,50291,30,61.833333333333336,214390.46666666667,291833.0,89443.0
37i9dQZF1DX8Dd9bxD1WYH,213531,80,47.7375,203610.975,437080.0,95125.0
37i9dQZF1DWVNxbAc9fvM9,199274,41,47.0,223661.48780487804,329000.0,169380.0
37i9dQZF1DWTmhGAhbrFb3,470822,54,46.925925925925924,167863.22222222222,308560.0,50015.0
37i9dQZF1DWZWYUuTGjjhE,132929,80,44.4375,167553.45,278627.0,94907.0
7zpof4bwOJiLM4xnRr61En,96229,162,47.27777777777778,242991.4012345679,393413.0,17427.0
37i9dQZF1DZ06evO26EKuA,74152,50,45.92,194376.5,403493.0,124680.0
37i9dQZF1DWVmps5U8gHNv,325675,94,41.191489361702125,225461.87234042553,1116933.0,77520.0
37i9dQZF1DWW668oFRU96k,41193,50,45.2,190171.6,270054.0,123051.0
37i9dQZF1DZ06evO42oITu,85071,50,48.28,300704.46,574547.0,184933.0
37i9dQZF1DX7hgjNHEiO3v,68264,50,45.86,207822.9,311347.0,141240.0
37i9dQZF1DX3sDhLvLnzj8,158347,40,56.95,193194.2,249418.0,153524.0
37i9dQZF1DXcO7NnEyD2nd,63795,42,54.54761904761905,221320.2619047619,373987.0,154435.0
37i9dQZF1DXbQ1kpdsa9FU,211278,100,51.2,286077.86,589200.0,176616.0
37i9dQZF1DZ06evO0oey9L,24216,19,58.473684210526315,188925.73684210525,255498.0,144765.0
37i9dQZF1DWYSLGtDzCspP,97471,36,43.638888888888886,186024.52777777778,352120.0,10475.0
4vZCzdgMj0tH8OA3bkGkVE,45082,87,65.80459770114942,210349.80459770115,417920.0,164765.0
285EOSTB2SmIT1whQmMy8B,56639,51,9.03921568627451,275221.2745098039,410436.0,113667.0
10JxV6UtxRqPRCvkS9OOCA,15196,16,49.4375,189994.25,431867.0,125827.0
7vuWhXjchGOBwvHbHcnbq9,104834,78,35.03846153846154,220655.61538461538,376320.0,153600.0
37i9dQZF1DWZU0gTO3IdcT,52089,49,47.95918367346939,194984.4693877551,254853.0,124133.0
37i9dQZF1DWZoR0U5SzE1r,94368,50,47.82,344743.7,568787.0,199867.0
37i9dQZF1DWSROHH044jKI,52219,46,22.32608695652174,233910.91304347827,327280.0,144544.0
0Ch8LdZiJuSqUvRsASqrjS,278302,84,43.773809523809526,226381.69047619047,318280.0,149450.0
37i9dQZF1DX8bVI1ONP87c,23145,56,50.94642857142857,350538.96428571426,545471.0,236736.0
37i9dQZF1DWUxxheEfGDS5,53341,31,50.03225806451613,237378.93548387097,384078.0,153268.0
37i9dQZF1DX1jk5JfpZoMf,76596,50,59.98,190924.16,279650.0,131509.0
37i9dQZF1DWUF3bcja4I8P,140522,50,50.7,218641.24,335067.0,137093.0
37i9dQZF1DX8ATgYVGJpW3,86333,58,43.98275862068966,179099.89655172414,263800.0,113307.0
1cJ6lPBYj2fscs0kqBHsVV,182551,58,17.24137931034483,367032.5689655172,586507.0,191332.0
37i9dQZF1DWYzTSrc7SiSZ,547295,50,33.96,217430.7,312250.0,142751.0
37i9dQZF1DX2zhLcnFr1qI,10201,31,38.96774193548387,216066.8064516129,368919.0,109173.0
37i9dQZF1DZ06evO3yoK5i,33415,50,46.4,252241.6,584573.0,191013.0
37i9dQZF1DXdo9iIZiH7LB,2547,100,77.8,212284.62,417920.0,139355.0
7EY2n05Hy7WoVPy5CtVkZW,13495,50,80.58,210656.72,417920.0,144541.0
37i9dQZF1DWXsgZkAocHFM,33314,50,42.9,309140.94,703227.0,30453.0
37i9dQZF1DZ06evO0OiCo9,39383,23,57.43478260869565,231004.8260869565,338333.0,159512.0
37i9dQZF1DWTIfBdh7WtFL,68522,50,51.04,197599.38,406853.0,136615.0
4CvPwEtJy1lbsGeYUF53KL,13360,11,70.72727272727273,226469.72727272726,262187.0,195433.0
37i9dQZF1DWSHB7Pd49DmZ,41519,50,42.74,216062.8,299880.0,161667.0
37i9dQZF1DZ06evO1chrPy,47640,31,51.74193548387097,227451.96774193548,463520.0,147853.0
37i9dQZF1DWXVBw4Z7cIDC,48519,93,49.935483870967744,240496.35483870967,394400.0,161533.0
37i9dQZF1DWYl3xONiBhif,18195,55,42.61818181818182,235839.47272727272,569260.0,133290.0
5ifMsPihlkYEGCakqfqj17,18485,128,37.1953125,184389.34375,526893.0,40000.0
4j1neWzcUfjVxwV3A4GyeA,35274,91,38.637362637362635,221806.6043956044,393733.0,76947.0
37i9dQZF1DX5NKz0kYrUms,27158,66,36.878787878787875,219065.45454545456,304321.0,157840.0
3I5PiqsI5OQh83gbG6PRJH,181154,103,44.300970873786405,203741.90291262136,335828.0,134179.0
37i9dQZF1DWUkW9dTuYm04,23064,72,58.43055555555556,192278.01388888888,282029.0,150528.0
37i9dQZF1DZ06evO3b59YI,43593,36,46.72222222222222,248134.02777777778,324667.0,193533.0
37i9dQZF1DWWQRwui0ExPn,733516,100,52.09,129270.93,302296.0,47407.0
37i9dQZF1DWTkIwO2HDifB,2125515,30,71.8,170467.83333333334,240000.0,128287.0
37i9dQZF1DWTCHbho2Bfok,183794,50,49.16,194911.38,276400.0,73707.0
37i9dQZF1DWSkMjlBZAZ07,1710261,111,45.86486486486486,216487.2162162162,305500.0,133477.0
37i9dQZF1DWWvhKV4FBciw,325966,80,44.325,214401.0875,395373.0,121080.0
37i9dQZF1DX6drTZKzZwSo,215603,52,34.40384615384615,281067.0576923077,642853.0,163093.0
37i9dQZF1DXca8AyWK6Y7g,1049248,135,50.79259259259259,204401.3777777778,349320.0,135556.0
37i9dQZF1DXcyPBAlQvdpJ,139640,46,59.67391304347826,185089.52173913043,291370.0,125989.0
37i9dQZF1DWVcV87ePAqAq,92498,100,55.66,208864.32,323480.0,127947.0
37i9dQZF1DX23YPJntYMnh,224978,27,43.666666666666664,248078.74074074073,293653.0,112907.0
37i9dQZF1DX843Qf4lrFtZ,1435679,84,65.03571428571429,198160.41666666666,298857.0,155546.0
37i9dQZF1DWTGaQ84g8alz,17672,37,49.189189189189186,223362.75675675675,737705.0,144284.0
37i9dQZF1DX6ziVCJnEm59,3440925,100,52.84,213142.42,352280.0,114582.0
37i9dQZF1DX2ULa1Ss8vbo,114166,50,29.54,225379.36,341347.0,65947.0
0WrqPR7s1X73LBJiW2eRWC,725718,100,59.09,180689.42,262687.0,125884.0
37i9dQZF1DWZByy5JrUWJv,48876,108,51.675925925925924,199516.7037037037,282029.0,148064.0
37i9dQZF1DX5IDTimEWoTd,862406,52,61.82692307692308,235588.6923076923,316440.0,154435.0
37i9dQZF1DWUf1kDTVr3Zs,65613,50,49.64,132292.2,213034.0,88299.0
37i9dQZF1DWTIykNHRogOx,45874,40,39.2,220734.925,292427.0,153734.0
37i9dQZF1DX4W3aJJYCDfV,669254,101,40.693069306930695,209067.49504950494,345270.0,115051.0
37i9dQZF1DX4H3NUOwVLXj,455868,50,37.3,194697.82,314133.0,120333.0
37i9dQZF1DX7KNKjOK0o75,3369103,101,60.59405940594059,217634.0792079208,369573.0,125440.0
37i9dQZF1DX60tU3Nm2FfC,197854,26,59.26923076923077,202929.34615384616,254105.0,113400.0
37i9dQZF1DXaQ34lqGBfrU,432719,50,41.36,355873.06,1421455.0,65314.0
37i9dQZF1DX4xuWVBs4FgJ,698570,101,48.71287128712871,214584.10891089108,322187.0,162160.0
37i9dQZF1DX2JKi7oFC6Jv,33826,40,22.525,264226.025,492095.0,88120.0
37i9dQZF1DX9Ozxs05KifN,332976,51,54.470588235294116,289489.49019607843,1355938.0,132840.0
37i9dQZF1DX5CdVP4rz81C,686518,75,70.53333333333333,204098.01333333334,349293.0,135480.0
37i9dQZF1DXaa8UmWJHYTU,6446,36,33.69444444444444,142357.75,197978.0,61309.0
37i9dQZF1DXcecv7ESbOPu,149360,91,44.956043956043956,198066.92307692306,285680.0,130411.0
37i9dQZF1DXbPWdR4IOz73,13525,41,41.68292682926829,262128.21951219512,345267.0,71026.0
37i9dQZF1DZ06evO1irWRq,131294,29,65.6896551724138,259447.0,592920.0,85840.0
37i9dQZF1DX11ghcIxjcjE,422791,50,42.92,257060.46,384467.0,132840.0
37i9dQZF1DWW6EwN6CPxGO,282514,50,54.74,167965.54,210732.0,120400.0
37i9dQZF1DX1fEeToKZ81B,428135,50,49.18,236231.78,391376.0,122640.0
37i9dQZF1DXdj82GcM2wq2,303148,55,45.56363636363636,232597.43636363637,428133.0,125093.0
5wTJTZkGb30JuYYfz7vbDL,68294,44,49.45454545454545,220368.36363636365,395416.0,149413.0
37i9dQZF1DX4TNDxNzIjRm,961814,50,40.92,209580.12,326836.0,154000.0
37i9dQZF1DX0MLFaUdXnjA,281007,68,64.32352941176471,209420.89705882352,281235.0,141829.0
37i9dQZF1DWZqdNJSufucb,22442,50,70.26,211883.76,367680.0,138843.0
37i9dQZF1DWSXAHZTiX76o,221181,50,50.02,227176.04,450800.0,134907.0
7oJdxfbcBz1v5ZJcopVmtX,184793,80,43.925,213403.3625,369040.0,77253.0
37i9dQZF1DXb1oSegSL8id,32280,31,68.45161290322581,170288.4193548387,240000.0,119931.0
37i9dQZF1DXbKoI3ojubiq,89240,53,47.698113207547166,204173.64150943398,250347.0,160773.0
37i9dQZF1DWVjrTQlvqTHF,548964,82,43.46341463414634,212508.6463414634,337528.0,102162.0
37i9dQZF1DWZZbwlv3Vmtr,93342,63,41.36507936507937,120108.77777777778,228812.0,51337.0
37i9dQZF1DX2g00HBkviJK,45019,34,44.73529411764706,311629.0294117647,507213.0,211467.0
5qAVIsW7ThHKQhbGIG7rOH,40448,193,50.98963730569948,195936.4404145078,366360.0,43200.0
37i9dQZF1DWSBZhfF4ZHr8,86581,40,43.0,197412.425,280827.0,157507.0
37i9dQZF1DX6bJVMtDYJHx,200607,51,44.96078431372549,237283.25490196078,648827.0,131200.0
37i9dQZF1DWWjGdmeTyeJ6,648272,23,38.52173913043478,205068.0,334646.0,151579.0
37i9dQZF1DX6JcLkkShqRw,66597,70,58.5,205745.7,367680.0,128375.0
2zry751hxY83qNMd32AE4X,69248,54,53.129629629629626,209538.53703703705,308006.0,158947.0
37i9dQZF1DXdD0r9eyeVDM,263195,33,29.636363636363637,209095.15151515152,292567.0,165200.0
1lEeQxthxU8IGvi95h2jus,19305,343,41.57142857142857,222873.85422740525,406640.0,145827.0
37i9dQZF1DX7dXtI26GOnj,6031,40,43.625,186759.675,293152.0,124922.0
37i9dQZF1DX5wB72P2sVsT,274769,50,59.66,195538.3,256875.0,144918.0
37i9dQZF1DWSMzsi7xJUqJ,51836,49,38.59183673469388,229718.81632653062,375960.0,134560.0
37i9dQZF1DX3yvjXSVJwJV,137473,24,46.458333333333336,294913.3333333333,509520.0,170160.0
37i9dQZF1DX8f5qTGj8FYl,136728,53,32.79245283018868,284087.41509433964,941360.0,127805.0
37i9dQZF1DX71SU2C3nX8z,144666,60,35.766666666666666,253905.01666666666,358166.0,194416.0
37i9dQZF1DX778RrCwiYGp,44823,26,58.34615384615385,244196.8076923077,331187.0,174920.0
37i9dQZF1DWVVYorLQ2H6r,16627,35,36.628571428571426,243623.6857142857,583080.0,126038.0
6H7Imm1LBi1J9Ab6c3hz0T,32554,191,50.403141361256544,193809.75392670158,366360.0,43200.0
37i9dQZF1DXdz8lhsKvvBE,19391,38,48.94736842105263,244881.55263157896,401787.0,135133.0
37i9dQZF1DZ06evO2kyxLG,19747,33,52.90909090909091,217295.15151515152,309348.0,152224.0
30t2p2DfVLCY3JKmwMq0Zj,34165,32,74.875,193355.90625,312820.0,112864.0
4AycmXrcVLcW0tuDAjGSHo,136492,71,42.183098591549296,186957.84507042254,262500.0,127742.0
37i9dQZF1DXc6Umi4GHdr1,266906,44,38.13636363636363,259993.75,691348.0,55213.0
37i9dQZF1DZ06evO3dt6lj,9264,18,59.77777777777778,158336.0,197107.0,72240.0
0MF1XGKzqqeL0ZHeqMrq7R,163944,61,54.39344262295082,203559.67213114753,316378.0,78945.0
37i9dQZF1DXc3A6Xx7hsFu,22989,50,44.92,197387.14,352267.0,111453.0
2jZiuUentfDZFFGEWlXWta,71654,74,75.98648648648648,207299.52702702704,417920.0,129040.0
37i9dQZF1DX82tVoNhkbcO,7288,50,72.96,212412.08,576346.0,151400.0
6Ntiaq4Aa4wTk1HlYO3jpY,35396,26,32.26923076923077,232770.92307692306,447547.0,74373.0
2xTej0cHbqpDUG5QHdWVs6,81511,190,38.33684210526316,225695.06315789474,411137.0,137834.0
37i9dQZF1DX3bZOpNMxJNM,47988,105,42.838095238095235,234163.0380952381,444373.0,171360.0
4ut6RdaC7vEH5SpI5MXnnT,249729,71,50.84507042253521,165805.87323943662,236665.0,96104.0
37i9dQZF1DX2baJMpwgH2W,75245,50,40.32,220812.56,353627.0,136332.0
37i9dQZF1DZ06evO3umewU,35082,50,45.76,236539.42,521200.0,140027.0
37i9dQZF1DX9XIFQuFvzM4,2358071,100,50.18,174903.48,267333.0,125440.0
37i9dQZF1DWYBO1MoTDhZI,2256906,82,56.13414634146341,201723.4024390244,280842.0,152792.0
37i9dQZF1DWSOkubnsDCSS,691535,78,42.243589743589745,200926.94871794872,281575.0,126859.0
37i9dQZF1DWUraJYejk11q,241998,56,39.214285714285715,201455.07142857142,283374.0,101496.0
37i9dQZF1DX7OIddoQVdRt,407434,50,39.4,318309.5,585080.0,153853.0
37i9dQZF1DXaZMjKCB7m2q,161407,91,55.07692307692308,202307.2857142857,364973.0,123413.0
37i9dQZF1DWVwr24yj95lH,217280,50,39.96,247966.78,359520.0,190667.0
37i9dQZF1DX0XUsuxWHRQd,10802742,50,77.46,193677.46,343099.0,94246.0
37i9dQZF1DXdDe8IDhRIo5,188183,33,34.63636363636363,217226.63636363635,483613.0,123560.0
37i9dQZF1DWXBq4mDDFnfA,80511,50,30.4,270964.2,815107.0,68293.0
37i9dQZF1DXdfOcg1fm0VG,102299,79,32.65822784810127,201511.8734177215,365197.0,68199.0
37i9dQZF1DX6taq20FeuKj,1126765,92,66.47826086956522,223481.01086956522,363973.0,97202.0
37i9dQZF1DWTyiBJ6yEqeu,1372133,50,62.6,235919.44,363973.0,124056.0
1xY6msLHX1W34EzB0UkkbU,1844876,46,57.32608695652174,194790.69565217392,368227.0,59707.0
37i9dQZF1DXbT5gAyEVKuo,30334,42,36.476190476190474,369479.21428571426,585080.0,211885.0
37i9dQZF1DWVlWpJblBvap,121619,85,46.294117647058826,317989.24705882353,599587.0,199867.0
37i9dQZF1DWWFNSpryCCH5,744281,50,44.84,274601.28,420466.0,219467.0
37i9dQZF1DX9U5XaCM7ssr,278810,51,52.11764705882353,253015.76470588235,342000.0,188586.0
37i9dQZF1DWSlJG7YPUBHF,778217,30,54.46666666666667,320161.3333333333,547107.0,102133.0
37i9dQZF1DWUHBCzFF0kRW,12272,55,33.49090909090909,254609.4,354800.0,189373.0
37i9dQZF1DX0Uv9tZ47pWo,1192298,65,56.76923076923077,212018.47692307693,288877.0,163636.0
37i9dQZF1DWVPJN9etkrEa,375744,50,55.72,219328.02,558520.0,90227.0
37i9dQZF1DWSxQLa5KoDYW,442974,46,55.76086956521739,213394.80434782608,340920.0,123387.0
37i9dQZF1DWT5MrZnPU1zD,878109,201,55.472636815920396,225865.55721393035,363521.0,84187.0
37i9dQZF1DXbirtHQBuwCo,302086,56,45.392857142857146,214488.2857142857,276708.0,93562.0
37i9dQZF1DXb0COFso7q0D,2658515,50,60.24,193951.56,281400.0,139320.0
37i9dQZF1DWWNbVDKoV50L,27287,100,42.55,269896.45,523533.0,144627.0
30NqYgwHuiUNIEqocmgpQI,451740,143,56.44755244755245,183191.3216783217,303889.0,96000.0
37i9dQZF1DZ06evO0snVJK,139194,49,52.53061224489796,219314.75510204083,356133.0,111333.0
37i9dQZF1DXbYuOVG0b8Gu,346510,63,45.3968253968254,262857.07936507935,411920.0,149880.0
37i9dQZF1DX1y2vWSgwjbV,296480,70,59.72857142857143,188751.14285714287,253770.0,130200.0
37i9dQZF1DX080wBEboFVn,182343,58,19.5,173880.05172413794,282267.0,97000.0
37i9dQZF1DZ06evO0GXfoI,69160,43,60.93023255813954,209922.97674418605,281120.0,117995.0
37i9dQZF1DX9y8aA9ROJLu,79320,50,49.44,221499.34,275920.0,175160.0
2CJsD3fcYJWcliEKnwmovU,123603,50,86.96,199743.68,354320.0,94246.0
37i9dQZF1DXbITWG1ZJKYt,1075423,50,43.14,362806.56,644013.0,170626.0
37i9dQZF1DXbMYUPb05hjJ,271544,50,45.4,211309.82,286013.0,110093.0
7ahDH2fM6RcKIhSPiHIx7F,243583,133,42.26315789473684,229744.14285714287,378853.0,109598.0
37i9dQZF1DX7kiwPSdr2Bd,99886,56,40.892857142857146,301329.83928571426,500444.0,197299.0
37i9dQZF1DWWUJdr9ahsbf,105910,43,46.27906976744186,242657.60465116278,352173.0,166533.0
